"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"P76234","ProteinReference","YeaE","EcoCyc:G6967-MONOMER;EcoliWiki:b1781;MODBASE:P76234;NCBI Reference Sequences Database:NP_416295;Pride:P76234;Protein Model Portal:P76234;SWISS-MODEL:P76234;UniProt:P76234","InterPro:IPR020471;InterPro:IPR023210;Panther:PTHR11732;Pfam:PF00248;Prints:PR00069"
"(R)-2-hydroxypropanate","SmallMoleculeReference",NA,"CAS:10326-41-7;ChEBI:CHEBI:16004;ChemSpider:4573814;EcoCyc:D-LACTATE;HMDB:HMDB01311;IAF1260:lac__D;KEGG LIGAND:C00256;MetaboLights:MTBLC16004;PubChem-compound:5460179",NA
"P06149","ProteinReference","Dld","EcoCyc:DLACTDEHYDROGFAD-MONOMER;EcoliWiki:b2133;MODBASE:P06149;NCBI Reference Sequences Database:NP_416637;Pride:P06149;Protein Model Portal:P06149;SWISS-MODEL:P06149;UniProt:P06149","InterPro:IPR006094;InterPro:IPR012256;InterPro:IPR015409;InterPro:IPR016164;InterPro:IPR016166;InterPro:IPR016167;InterPro:IPR016169;InterPro:IPR016172;InterPro:IPR016173;Pfam:PF01565;Pfam:PF09330;Prosite:PS51387;Protein Data Bank:1F0X"
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"ethanedioic acid","SmallMoleculeReference",NA,"CAS:144-62-7;ChEBI:CHEBI:30623;ChemSpider:64235;DrugBank:DB02737;EcoCyc:OXALATE;HMDB:HMDB02329;KEGG LIGAND:C00209;MetaboLights:MTBLC30623;PubChem-compound:71081;RefMet:Oxalic acid",NA
"2-hydroxy-3-butynoic acid ethyl ester","SmallMoleculeReference",NA,"EcoCyc:CPD0-1604;PubChem-compound:44123461",NA
"lactald","SmallMoleculeReference",NA,"CAS:598-35-6;ChEBI:CHEBI:18041;ChemSpider:388368;DrugBank:DB03776;EcoCyc:LACTALD;HMDB:HMDB03052;IAF1260:lald__L;KEGG LIGAND:C00424;MetaboLights:MTBLC18041;PubChem-compound:439231;RefMet:Lactaldehyde",NA
"H2O","SmallMoleculeReference",NA,"CAS:7732-18-5;ChEBI:CHEBI:15377;ChemSpider:937;EcoCyc:WATER;HMDB:HMDB02111;IAF1260:h2o;KEGG LIGAND:C00001;MetaboLights:MTBLC15377;PubChem-compound:962",NA
"UQH2","SmallMoleculeReference","UQH2","CAS:56275-39-9;ChEBI:CHEBI:17976;EcoCyc:Ubiquinols;KEGG LIGAND:C00390",NA
"a phospholipid","SmallMoleculeReference",NA,"ChEBI:CHEBI:16247;EcoCyc:Phospholipids;KEGG LIGAND:C00865",NA
"S-D-lactoylglutathione","SmallMoleculeReference",NA,"CAS:25138-66-3;ChEBI:CHEBI:57474;EcoCyc:S-LACTOYL-GLUTATHIONE;HMDB:HMDB01066;IAF1260:lgt__S;KEGG LIGAND:C03451;PubChem-compound:46878377;RefMet:S-Lactoylglutathione",NA
"P75849","ProteinReference","GloC","Database of Interacting Proteins:DIP-11480N;EcoCyc:G6475-MONOMER;EcoliWiki:b0927;MODBASE:P75849;Mint:MINT-1282138;NCBI Reference Sequences Database:NP_415447;Pride:P75849;Protein Model Portal:P75849;SWISS-MODEL:P75849;UniProt:P75849","InterPro:IPR001279;Pfam:PF00753;Smart:SM00849"
"nicotinamide adenine dinucleotide reduced","SmallMoleculeReference",NA,"CAS:58-68-4;ChEBI:CHEBI:57945;ChemSpider:10239197;EcoCyc:NADH;HMDB:HMDB01487;IAF1260:nadh;KEGG LIGAND:C00004;MetaboLights:MTBLC57945;PubChem-compound:21604869;RefMet:NADH",NA
"methylglyoxal","SmallMoleculeReference",NA,"CAS:78-98-8;ChEBI:CHEBI:17158;ChemSpider:857;DrugBank:DB03587;EcoCyc:METHYL-GLYOXAL;HMDB:HMDB01167;IAF1260:mthgxl;KEGG LIGAND:C00546;MetaboLights:MTBLC17158;PubChem-compound:880;RefMet:Pyruvaldehyde",NA
"Cu++","SmallMoleculeReference",NA,"ChEBI:CHEBI:29036;ChemSpider:25221;EcoCyc:CU+2;HMDB:HMDB00657;IAF1260:cu2;PubChem-compound:27099",NA
"L(+)-lactate","SmallMoleculeReference",NA,"CAS:79-33-4;ChEBI:CHEBI:16651;ChemSpider:4573803;EcoCyc:L-LACTATE;HMDB:HMDB00190;IAF1260:lac__L;KEGG LIGAND:C00186;MetaboLights:MTBLC16651;PubChem-compound:5460161;RefMet:Lactic acid",NA
"hydroxyacetone","SmallMoleculeReference",NA,"ChEBI:CHEBI:27957;ChemSpider:16490019;EcoCyc:ACETOL;HMDB:HMDB06961;IAF1260:acetol;KEGG LIGAND:C05235;MetaboLights:MTBLC27957;PubChem-compound:8299;RefMet:Hydroxyacetone",NA
"P0AC84","ProteinReference","GloB","Database of Interacting Proteins:DIP-48248N;EcoCyc:GLYOXII-MONOMER;EcoliWiki:b0212;MODBASE:P0AC84;Mint:MINT-1295781;NCBI Reference Sequences Database:NP_414748;Pride:P0AC84;Protein Model Portal:P0AC84;SWISS-MODEL:P0AC84;UniProt:P0AC84","InterPro:IPR001279;InterPro:IPR017782;InterPro:IPR032282;InterPro:IPR035680;Panther:PTHR11935:SF7;Pfam:PF00753;Pfam:PF16123;Smart:SM00849"
"an electron-transfer quinol","SmallMoleculeReference",NA,"EcoCyc:ETR-Quinols",NA
"P0A9S5","ProteinReference","GldA","Database of Interacting Proteins:DIP-47916N;EcoCyc:GLYCDEH-MONOMER;EcoliWiki:b3945;MODBASE:P0A9S5;NCBI Reference Sequences Database:NP_418380;Pride:P0A9S5;Protein Model Portal:P0A9S5;Protein Ontology:PRO_000022774;SWISS-MODEL:P0A9S5;Swiss-Model:P0A9S5;UniProt:P0A9S5","InterPro:IPR001670;InterPro:IPR018211;Pfam:PF00465;Prosite:PS00060;Prosite:PS00913"
"P25553","ProteinReference","AldA","Database of Interacting Proteins:DIP-9081N;EcoCyc:LACTALDDEHYDROG-MONOMER;EcoliWiki:b1415;MODBASE:P25553;Mint:MINT-1313045;NCBI Reference Sequences Database:NP_415933;Pride:P25553;Protein Model Portal:P25553;Protein Ontology:PRO_000022075;SWISS-MODEL:P25553;UniProt:P25553","InterPro:IPR015590;InterPro:IPR016160;InterPro:IPR016161;InterPro:IPR016162;InterPro:IPR029510;Pfam:PF00171;Prosite:PS00070;Prosite:PS00687;Protein Data Bank:2HG2;Protein Data Bank:2ILU;Protein Data Bank:2IMP;Protein Data Bank:2OPX"
"P0AC81","ProteinReference","GloA","Database of Interacting Proteins:DIP-47995N;EcoCyc:GLYOXI-MONOMER;EcoliWiki:b1651;MODBASE:P0AC81;Mint:MINT-1255986;NCBI Reference Sequences Database:NP_416168;Pride:P0AC81;Protein Model Portal:P0AC81;SWISS-MODEL:P0AC81;UniProt:P0AC81","InterPro:IPR004360;InterPro:IPR004361;InterPro:IPR018146;InterPro:IPR029068;Pfam:PF00903;Prosite:PS00934;Prosite:PS00935;Prosite:PS51819;Protein Data Bank:1F9Z;Protein Data Bank:1FA5;Protein Data Bank:1FA6;Protein Data Bank:1FA7;Protein Data Bank:1FA8"
"oxamate","SmallMoleculeReference",NA,"CAS:471-47-6;ChEBI:CHEBI:58363;ChemSpider:2285344;EcoCyc:OXAMATE;IAF1260:oxam;KEGG LIGAND:C01444;PubChem-compound:3017661",NA
