"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"cys","SmallMoleculeReference","cys","CAS:4371-52-2;CAS:52-90-4;ChEBI:CHEBI:35235;EcoCyc:CYS;HMDB:HMDB00574;IAF1260:cys__L;KEGG LIGAND:C00097;KNApSAcK:C00001351;MetaboLights:MTBLC35235;PubChem-compound:6419722;RefMet:Cysteine",NA
"NADPH","SmallMoleculeReference",NA,"CAS:2646-71-1;ChEBI:CHEBI:57783;ChemSpider:10239199;EcoCyc:NADPH;HMDB:HMDB00221;IAF1260:nadph;KEGG LIGAND:C00005;MetaboLights:MTBLC57783;PubChem-compound:15983949;RefMet:NADPH",NA
"DPN-ox","SmallMoleculeReference",NA,"CAS:53-84-9;ChEBI:CHEBI:57540;ChemSpider:10239196;EcoCyc:NAD;HMDB:HMDB00902;IAF1260:nad;KEGG LIGAND:C00003;MetaboLights:MTBLC57540;PubChem-compound:15938971;RefMet:NAD+",NA
"2-oxopentanedionic acid","SmallMoleculeReference",NA,"CAS:328-50-7;ChEBI:CHEBI:16810;ChemSpider:144236;EcoCyc:2-KETOGLUTARATE;HMDB:HMDB00208;IAF1260:akg;KEGG LIGAND:C00026;KNApSAcK:C00000769;MetaboLights:MTBLC16810;PubChem-compound:164533;RefMet:Oxoglutaric acid",NA
"arsenous anhydride","SmallMoleculeReference",NA,"ChEBI:CHEBI:29242;ChemSpider:5256769;EcoCyc:CPD-763;HMDB:HMDB11620;IAF1260:aso3;KEGG LIGAND:C06697;PubChem-compound:6857431",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"F","SmallMoleculeReference",NA,"ChEBI:CHEBI:17051;ChemSpider:26214;EcoCyc:F-;HMDB:HMDB00662;KEGG LIGAND:C00742;PubChem-compound:28179",NA
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"P0ABK5","ProteinReference","CysK","Database of Interacting Proteins:DIP-36170N;EcoCyc:ACSERLYA-MONOMER;EcoliWiki:b2414;MODBASE:P0ABK5;Mint:MINT-1240013;NCBI Reference Sequences Database:NP_416909;Pride:P0ABK5;Protein Model Portal:P0ABK5;Protein Ontology:PRO_000022382;SWISS-MODEL:P0ABK5;Swiss-Model:P0ABK5;UniProt:P0ABK5","InterPro:IPR001216;InterPro:IPR001926;InterPro:IPR005856;InterPro:IPR005859;Pfam:PF00291;Prosite:PS00901;Protein Data Bank:5J43;Protein Data Bank:5J5V"
"acetate","SmallMoleculeReference",NA,"CAS:64-19-7;CAS:71-50-1;ChEBI:CHEBI:30089;ChemSpider:170;DrugBank:DB03166;EcoCyc:ACET;HMDB:HMDB00042;IAF1260:ac;KEGG LIGAND:C00033;MetaboLights:MTBLC30089;PubChem-compound:175;RefMet:Acetic acid",NA
"P17846","ProteinReference","CysI","Database of Interacting Proteins:DIP-9380N;EcoCyc:BETACOMP-MONOMER;EcoliWiki:b2763;MODBASE:P17846;NCBI Reference Sequences Database:NP_417243;Pride:P17846;Protein Model Portal:P17846;Protein Ontology:PRO_000022380;SWISS-MODEL:P17846;UniProt:P17846","InterPro:IPR005117;InterPro:IPR006066;InterPro:IPR006067;InterPro:IPR011786;Pfam:PF01077;Pfam:PF03460;Prints:PR00397;Prosite:PS00365;Protein Data Bank:1AOP;Protein Data Bank:2AOP;Protein Data Bank:2GEP;Protein Data Bank:3AOP;Protein Data Bank:3GEO;Protein Data Bank:4AOP;Protein Data Bank:4G38;Protein Data Bank:4G39;Protein Data Bank:4GEP;Protein Data Bank:4HTR;Protein Data Bank:5AOP;Protein Data Bank:5GEP;Protein Data Bank:6GEP;Protein Data Bank:7GEP;Protein Data Bank:8GEP"
"P23845","ProteinReference","CysN","Database of Interacting Proteins:DIP-513N;EcoCyc:CYSN-MONOMER;EcoliWiki:b2751;MODBASE:P23845;Mint:MINT-1247685;NCBI Reference Sequences Database:NP_417231;Pride:P23845;Protein Model Portal:P23845;Protein Ontology:PRO_000022384;SWISS-MODEL:P23845;Swiss-Model:P23845;UniProt:P23845","InterPro:IPR000795;InterPro:IPR005225;InterPro:IPR009000;InterPro:IPR009001;InterPro:IPR011779;InterPro:IPR027417;InterPro:IPR031157;Pfam:PF00009;Prints:PR00315;Prosite:PS00301;Prosite:PS51722"
"P23721","ProteinReference","SerC","Database of Interacting Proteins:DIP-2896N;EcoCyc:PSERTRANSAM-MONOMER;EcoliWiki:b0907;MODBASE:P23721;Mint:MINT-1249760;NCBI Reference Sequences Database:NP_415427;Pride:P23721;Protein Model Portal:P23721;SWISS-MODEL:P23721;UniProt:P23721","InterPro:IPR000192;InterPro:IPR015421;InterPro:IPR015422;InterPro:IPR015424;InterPro:IPR020578;InterPro:IPR022278;Panther:PTHR21152:SF1;Pfam:PF00266;Prosite:PS00595;Protein Data Bank:1BJN;Protein Data Bank:1BJO"
"Co++","SmallMoleculeReference",NA,"CAS:22541-53-3;ChEBI:CHEBI:48828;ChemSpider:94546;EcoCyc:CO+2;HMDB:HMDB00608;IAF1260:cobalt2;KEGG LIGAND:C00175;PubChem-compound:104729",NA
"ser","SmallMoleculeReference","ser","CAS:56-45-1;ChEBI:CHEBI:33384;EcoCyc:SER;HMDB:HMDB00187;IAF1260:ser__L;KEGG LIGAND:C00065;MetaboLights:MTBLC33384;PubChem-compound:6857581;RefMet:Serine",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"3-p-OH-pyruvate","SmallMoleculeReference",NA,"CAS:3913-50-6;ChEBI:CHEBI:18110;ChemSpider:4573923;EcoCyc:3-P-HYDROXYPYRUVATE;HMDB:HMDB01024;IAF1260:3php;KEGG LIGAND:C03232;MetaboLights:MTBLC18110;PubChem-compound:5460375;RefMet:Phosphohydroxypyruvic acid",NA
"acetylserine","SmallMoleculeReference",NA,"CAS:66638-22-0;ChEBI:CHEBI:58340;EcoCyc:ACETYLSERINE;HMDB:HMDB03011;IAF1260:acser;KEGG LIGAND:C00979;MetaboLights:MTBLC17981;PubChem-compound:6971051;RefMet:O-Acetylserine",NA
"PO43-","SmallMoleculeReference",NA,"CAS:14265-44-2;ChEBI:CHEBI:43474;EcoCyc:Pi;HMDB:HMDB00973;IAF1260:pi;KEGG LIGAND:C00009;KNApSAcK:C00007408;MetaboLights:MTBLC43474;PubChem-compound:3681305;RefMet:Phosphoric acid",NA
"nicotinamide adenine dinucleotide reduced","SmallMoleculeReference",NA,"CAS:58-68-4;ChEBI:CHEBI:57945;ChemSpider:10239197;EcoCyc:NADH;HMDB:HMDB01487;IAF1260:nadh;KEGG LIGAND:C00004;MetaboLights:MTBLC57945;PubChem-compound:21604869;RefMet:NADH",NA
"P17854","ProteinReference","CysH","EcoCyc:PAPSSULFOTRANS-MONOMER;EcoliWiki:b2762;MODBASE:P17854;NCBI Reference Sequences Database:NP_417242;Pride:P17854;Protein Model Portal:P17854;Protein Ontology:PRO_000022379;SWISS-MODEL:P17854;UniProt:P17854","InterPro:IPR002500;InterPro:IPR004511;InterPro:IPR011800;InterPro:IPR014729;Pfam:PF01507;Protein Data Bank:1SUR;Protein Data Bank:2O8V"
"P0AGB0","ProteinReference","SerB","Database of Interacting Proteins:DIP-48100N;EcoCyc:PSERPHOSPHA-MONOMER;EcoliWiki:b4388;MODBASE:P0AGB0;NCBI Reference Sequences Database:NP_418805;Pride:P0AGB0;Protein Model Portal:P0AGB0;SWISS-MODEL:P0AGB0;Swiss-Model:P0AGB0;UniProt:P0AGB0","InterPro:IPR023190;InterPro:IPR023214;Panther:PTHR10000:SF7;Pfam:PF12710"
"acetyl coenzyme-A","SmallMoleculeReference",NA,"CAS:72-89-9;ChEBI:CHEBI:57288;EcoCyc:ACETYL-COA;HMDB:HMDB01206;IAF1260:accoa;KEGG LIGAND:C00024;KNApSAcK:C00007259;MetaboLights:MTBLC57288;PubChem-compound:45266541;RefMet:Acetyl-CoA;UMBBD Compound:c0031",NA
"hydrogen cyanide","SmallMoleculeReference",NA,"CAS:74-90-8;ChEBI:CHEBI:18407;ChemSpider:748;EcoCyc:HCN;HMDB:HMDB60292;IAF1260:cyan;KEGG LIGAND:C01326;MetaboLights:MTBLC18407;PubChem-compound:768",NA
"p-chloromercuriphenyl sulphonate","SmallMoleculeReference",NA,"ChEBI:CHEBI:33207;ChemSpider:4574181;EcoCyc:CPD-5401;PubChem-compound:5460705",NA
"SO3-2","SmallMoleculeReference",NA,"CAS:14265-45-3;ChEBI:CHEBI:17359;ChemSpider:1068;EcoCyc:SO3;HMDB:HMDB00240;IAF1260:so3;PubChem-compound:1099",NA
"P21156","ProteinReference","CysD","Database of Interacting Proteins:DIP-360N;EcoCyc:CYSD-MONOMER;EcoliWiki:b2752;MODBASE:P21156;NCBI Reference Sequences Database:NP_417232;Pride:P21156;Protein Model Portal:P21156;Protein Ontology:PRO_000022376;SWISS-MODEL:P21156;Swiss-Model:P21156;UniProt:P21156","InterPro:IPR002500;InterPro:IPR011784;InterPro:IPR014729;Pfam:PF01507"
"P00634","ProteinReference","PhoA","Database of Interacting Proteins:DIP-10496N;EcoCyc:ALKAPHOSPHA-MONOMER;EcoliWiki:b0383;MODBASE:P00634;Mint:MINT-1283619;NCBI Reference Sequences Database:NP_414917;Pride:P00634;Protein Model Portal:P00634;Protein Ontology:PRO_000023540;SWISS-MODEL:P00634;UniProt:P00634","InterPro:IPR001952;InterPro:IPR017849;InterPro:IPR017850;InterPro:IPR018299;Panther:PTHR11596;Pfam:PF00245;Prints:PR00113;Prosite:PS00123;Protein Data Bank:1AJA;Protein Data Bank:1AJB;Protein Data Bank:1AJC;Protein Data Bank:1AJD;Protein Data Bank:1ALH;Protein Data Bank:1ALI;Protein Data Bank:1ALJ;Protein Data Bank:1ALK;Protein Data Bank:1ANI;Protein Data Bank:1ANJ;Protein Data Bank:1B8J;Protein Data Bank:1ED8;Protein Data Bank:1ED9;Protein Data Bank:1ELX;Protein Data Bank:1ELY;Protein Data Bank:1ELZ;Protein Data Bank:1EW8;Protein Data Bank:1EW9;Protein Data Bank:1HJK;Protein Data Bank:1HQA;Protein Data Bank:1KH4;Protein Data Bank:1KH5;Protein Data Bank:1KH7;Protein Data Bank:1KH9;Protein Data Bank:1KHJ;Protein Data Bank:1KHK;Protein Data Bank:1KHL;Protein Data Bank:1KHN;Protein Data Bank:1URA;Protein Data Bank:1URB;Protein Data Bank:1Y6V;Protein Data Bank:1Y7A;Protein Data Bank:2ANH;Protein Data Bank:2G9Y;Protein Data Bank:2GA3;Protein Data Bank:2MLX;Protein Data Bank:2MLY;Protein Data Bank:2MLZ;Protein Data Bank:3BDF;Protein Data Bank:3BDG;Protein Data Bank:3BDH;Protein Data Bank:3CMR;Protein Data Bank:3DPC;Protein Data Bank:3DYC;Protein Data Bank:3TG0;Protein Data Bank:4KM4;Protein Data Bank:4YR1;Protein Data Bank:5C66;Protein Data Bank:5GAD;Protein Data Bank:5GAF;Protein Data Bank:5GAG;Protein Data Bank:5GAH;Protein Data Bank:5JTL;Protein Data Bank:5JTM;Protein Data Bank:5JTN;Protein Data Bank:5JTO;Protein Data Bank:5JTP;Smart:SM00098"
"MgADP","SmallMoleculeReference",NA,"ChEBI:CHEBI:87194;EcoCyc:CPD0-1651;PubChem-compound:30103",NA
