"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"ADP-D-ribose","SmallMoleculeReference",NA,"CAS:20762-30-5;ChEBI:CHEBI:57967;EcoCyc:ADENOSINE_DIPHOSPHATE_RIBOSE;HMDB:HMDB01178;IAF1260:adprib;KEGG LIGAND:C00301;MetaboLights:MTBLC57967;PubChem-compound:49791958;RefMet:ADP-ribose",NA
"P31660","ProteinReference","PrpC","Database of Interacting Proteins:DIP-10579N;EcoCyc:G6198-MONOMER;EcoliWiki:b0333;MODBASE:P31660;NCBI Reference Sequences Database:NP_414867;Pride:P31660;Protein Model Portal:P31660;Protein Ontology:PRO_000023607;SWISS-MODEL:P31660;UniProt:P31660","InterPro:IPR002020;InterPro:IPR011278;InterPro:IPR016142;InterPro:IPR019810;InterPro:IPR024176;Panther:PTHR11739;Pfam:PF00285;Prints:PR00143;Prosite:PS00480"
"PO43-","SmallMoleculeReference",NA,"CAS:14265-44-2;ChEBI:CHEBI:43474;EcoCyc:Pi;HMDB:HMDB00973;IAF1260:pi;KEGG LIGAND:C00009;KNApSAcK:C00007408;MetaboLights:MTBLC43474;PubChem-compound:3681305;RefMet:Phosphoric acid",NA
"HOQNO","SmallMoleculeReference",NA,"ChEBI:CHEBI:28362;ChemSpider:1506;DrugBank:DB07918;EcoCyc:CPD-7975;KEGG LIGAND:C04284;PubChem-compound:1561",NA
"P0A8Q0","ProteinReference","FrdC","Database of Interacting Proteins:DIP-48082N;EcoCyc:FUM-MEMB1;EcoliWiki:b4152;MODBASE:P0A8Q0;Mint:MINT-1290104;NCBI Reference Sequences Database:NP_418576;Pride:P0A8Q0;Protein Model Portal:P0A8Q0;Protein Ontology:PRO_000022688;SWISS-MODEL:P0A8Q0;UniProt:P0A8Q0","InterPro:IPR003510;InterPro:IPR034804;Pfam:PF02300;ProDom; a protein domain database:PD015900;Protein Data Bank:1KF6;Protein Data Bank:1KFY;Protein Data Bank:1L0V;Protein Data Bank:2B76;Protein Data Bank:3CIR;Protein Data Bank:3P4P;Protein Data Bank:3P4Q;Protein Data Bank:3P4R;Protein Data Bank:3P4S;Protein Data Bank:5VPN"
"2-hydroxy-3-nitropropionate","SmallMoleculeReference",NA,"EcoCyc:CPD0-2489;PubChem-compound:78448633",NA
"DL-phospholactate","SmallMoleculeReference",NA,"ChEBI:CHEBI:340863;EcoCyc:DL-Phospholactate;PubChem-compound:446060",NA
"P36683","ProteinReference","AcnB","Database of Interacting Proteins:DIP-9044N;EcoCyc:ACONITATEDEHYDRB-MONOMER;EcoliWiki:b0118;MODBASE:P36683;NCBI Reference Sequences Database:NP_414660;Pride:P36683;Protein Model Portal:P36683;Protein Ontology:PRO_000022043;SWISS-MODEL:P36683;UniProt:P36683","InterPro:IPR001030;InterPro:IPR004406;InterPro:IPR015928;InterPro:IPR015929;InterPro:IPR015931;InterPro:IPR015932;InterPro:IPR015933;InterPro:IPR018136;Panther:PTHR43160:SF3;Pfam:PF00330;Pfam:PF06434;Pfam:PF11791;Prosite:PS00450;Prosite:PS01244;Protein Data Bank:1L5J"
"P05042","ProteinReference","FumC","Database of Interacting Proteins:DIP-9719N;EcoCyc:FUMC-MONOMER;EcoliWiki:b1611;MODBASE:P05042;NCBI Reference Sequences Database:NP_416128;Pride:P05042;Protein Model Portal:P05042;Protein Ontology:PRO_000022736;SWISS-MODEL:P05042;UniProt:P05042","InterPro:IPR000362;InterPro:IPR005677;InterPro:IPR008948;InterPro:IPR018951;InterPro:IPR020557;InterPro:IPR022761;InterPro:IPR024083;Panther:PTHR11444;Pfam:PF00206;Pfam:PF10415;Prints:PR00149;Prosite:PS00163;Protein Data Bank:1FUO;Protein Data Bank:1FUP;Protein Data Bank:1FUQ;Protein Data Bank:1FUR;Protein Data Bank:1KQ7;Protein Data Bank:1YFE;Protein Data Bank:2FUS"
"P21599","ProteinReference","PykA","Database of Interacting Proteins:DIP-10622N;EcoCyc:PKII-MONOMER;EcoliWiki:b1854;MODBASE:P21599;Mint:MINT-1238649;NCBI Reference Sequences Database:NP_416368;Pride:P21599;Protein Model Portal:P21599;Protein Ontology:PRO_000023655;SWISS-MODEL:P21599;UniProt:P21599","InterPro:IPR001697;InterPro:IPR011037;InterPro:IPR015793;InterPro:IPR015795;InterPro:IPR015813;InterPro:IPR018209;Panther:PTHR11817;Pfam:PF00224;Pfam:PF02887;Prints:PR01050;Prosite:PS00110"
"P0A8Q3","ProteinReference","FrdD","Database of Interacting Proteins:DIP-9684N;EcoCyc:FUM-MEMB2;EcoliWiki:b4151;MODBASE:P0A8Q3;NCBI Reference Sequences Database:NP_418575;Pride:P0A8Q3;Protein Model Portal:P0A8Q3;Protein Ontology:PRO_000022689;SWISS-MODEL:P0A8Q3;UniProt:P0A8Q3","InterPro:IPR003418;InterPro:IPR034804;Pfam:PF02313;ProDom; a protein domain database:PD015693;Protein Data Bank:1KF6;Protein Data Bank:1KFY;Protein Data Bank:1L0V;Protein Data Bank:2B76;Protein Data Bank:3CIR;Protein Data Bank:3P4P;Protein Data Bank:3P4Q;Protein Data Bank:3P4R;Protein Data Bank:3P4S;Protein Data Bank:4KX6;Protein Data Bank:5VPN"
"asp","SmallMoleculeReference","asp","CAS:56-84-8;ChEBI:CHEBI:29991;ChemSpider:4573879;EcoCyc:L-ASPARTATE;HMDB:HMDB00191;IAF1260:asp__L;KEGG LIGAND:C00049;MetaboLights:MTBLC29991;PubChem-compound:5460294;RefMet:Aspartic acid",NA
"4-methylpyrazole","SmallMoleculeReference",NA,"ChEBI:CHEBI:5141;ChemSpider:3289;DrugBank:DB01213;EcoCyc:CPD0-1652;HMDB:HMDB15344;KEGG LIGAND:C07837;PubChem-compound:3406;RefMet:Fomepizole",NA
"Zn(II)","SmallMoleculeReference",NA,"CAS:7440-66-6;ChEBI:CHEBI:29105;ChemSpider:29723;EcoCyc:ZN+2;HMDB:HMDB01303;IAF1260:zn2;KEGG LIGAND:C00038;MetaboLights:MTBLC29105;PubChem-compound:32051",NA
"P0A6A3","ProteinReference","AckA","Database of Interacting Proteins:DIP-9042N;EcoCyc:ACETATEKINA-MONOMER;EcoliWiki:b2296;MODBASE:P0A6A3;NCBI Reference Sequences Database:NP_416799;Pride:P0A6A3;Protein Model Portal:P0A6A3;Protein Ontology:PRO_000022041;SWISS-MODEL:P0A6A3;UniProt:P0A6A3","InterPro:IPR000890;InterPro:IPR004372;InterPro:IPR023865;Panther:PTHR21060;Pfam:PF00871;Prints:PR00471;Prosite:PS01075;Prosite:PS01076;Protein Data Bank:1LRG"
"Ag+","SmallMoleculeReference",NA,"CAS:14701-21-4;ChEBI:CHEBI:49468;ChemSpider:94565;EcoCyc:AG+;HMDB:HMDB02659;IAF1260:ag;PubChem-compound:104755",NA
"(Z)-prop-1-ene-1,2,3-tricarboxylate","SmallMoleculeReference",NA,"CAS:585-84-2;ChEBI:CHEBI:16383;ChemSpider:4573582;EcoCyc:CIS-ACONITATE;HMDB:HMDB00072;IAF1260:acon_C;KEGG LIGAND:C00417;KNApSAcK:C00001177;MetaboLights:MTBLC16383;PubChem-compound:5459816;RefMet:Cis-Aconitic acid",NA
"(S)-malic acid","SmallMoleculeReference",NA,"CAS:6915-15-7;CAS:97-67-6;ChEBI:CHEBI:15589;ChemSpider:4573566;EcoCyc:MAL;HMDB:HMDB00156;IAF1260:mal__L;KEGG LIGAND:C00149;MetaboLights:MTBLC15589;PubChem-compound:5459792;RefMet:Malic acid",NA
"1,2-diazole","SmallMoleculeReference",NA,"ChEBI:CHEBI:17241;ChemSpider:1019;DrugBank:DB02757;EcoCyc:PYRAZOLE;KEGG LIGAND:C00481;PubChem-compound:1048",NA
"a ubiquinol analogue","SmallMoleculeReference",NA,"EcoCyc:Ubiquinol-Analogues",NA
"P00864","ProteinReference","Ppc","Database of Interacting Proteins:DIP-10538N;EcoCyc:PEPCARBOX-MONOMER;EcoliWiki:b3956;MODBASE:P00864;NCBI Reference Sequences Database:NP_418391;Pride:P00864;Protein Model Portal:P00864;Protein Ontology:PRO_000023576;SWISS-MODEL:P00864;UniProt:P00864","InterPro:IPR015813;InterPro:IPR018129;InterPro:IPR021135;InterPro:IPR022805;InterPro:IPR033129;Pfam:PF00311;Prints:PR00150;Prosite:PS00393;Prosite:PS00781;Protein Data Bank:1FIY;Protein Data Bank:1JQN;Protein Data Bank:1QB4"
"hypophosphite","SmallMoleculeReference",NA,"CAS:6303-21-5;ChEBI:CHEBI:29198;ChemSpider:159256;DrugBank:DB04053;EcoCyc:CPD-27;KEGG LIGAND:C05339;PubChem-compound:22497",NA
"MQH2","SmallMoleculeReference","MQH2","ChEBI:CHEBI:60024;EcoCyc:Menaquinols;KEGG LIGAND:C05819",NA
"dioxane","SmallMoleculeReference",NA,"ChEBI:CHEBI:47032;ChemSpider:13522325;DrugBank:DB03316;EcoCyc:CPD0-1682;KEGG LIGAND:C14440;PubChem-compound:31275",NA
"Cadmium","SmallMoleculeReference",NA,"ChEBI:CHEBI:48775;ChemSpider:28935;EcoCyc:CD+2;HMDB:HMDB03638;IAF1260:cd2;KEGG LIGAND:C01413;PubChem-compound:31193",NA
"P0AC33","ProteinReference","FumA","Database of Interacting Proteins:DIP-36200N;EcoCyc:FUMA-MONOMER;EcoliWiki:b1612;Mint:MINT-1310290;NCBI Reference Sequences Database:NP_416129;Pride:P0AC33;Protein Model Portal:P0AC33;Protein Ontology:PRO_000022734;SWISS-MODEL:P0AC33;UniProt:P0AC33","InterPro:IPR004646;InterPro:IPR004647;InterPro:IPR011167;InterPro:IPR020557;Pfam:PF05681;Pfam:PF05683;Prosite:PS00163"
"H2O","SmallMoleculeReference",NA,"CAS:7732-18-5;ChEBI:CHEBI:15377;ChemSpider:937;EcoCyc:WATER;HMDB:HMDB02111;IAF1260:h2o;KEGG LIGAND:C00001;MetaboLights:MTBLC15377;PubChem-compound:962",NA
"MQ","SmallMoleculeReference","MQ","EcoCyc:Menaquinones;KEGG LIGAND:C00828",NA
"P14407","ProteinReference","FumB","EcoCyc:FUMB-MONOMER;EcoliWiki:b4122;NCBI Reference Sequences Database:NP_418546;Pride:P14407;Protein Model Portal:P14407;Protein Ontology:PRO_000022735;SWISS-MODEL:P14407;UniProt:P14407","InterPro:IPR004646;InterPro:IPR004647;InterPro:IPR011167;InterPro:IPR020557;Pfam:PF05681;Pfam:PF05683;Prosite:PS00163"
"P16429","ProteinReference","HycC","Database of Interacting Proteins:DIP-9973N;EcoCyc:HYCC-MONOMER;EcoliWiki:b2723;Mint:MINT-1240211;NCBI Reference Sequences Database:NP_417203;Pride:P16429;Protein Model Portal:P16429;Protein Ontology:PRO_000022955;SWISS-MODEL:P16429;UniProt:P16429","InterPro:IPR001750;InterPro:IPR003918;Pfam:PF00361;Prints:PR01437"
"Ca++","SmallMoleculeReference",NA,"ChEBI:CHEBI:29108;ChemSpider:266;EcoCyc:CA+2;HMDB:HMDB00464;IAF1260:ca2;KEGG LIGAND:C00076;MetaboLights:MTBLC29108;PubChem-compound:271",NA
"methacrylate","SmallMoleculeReference",NA,"ChEBI:CHEBI:25218;EcoCyc:CPD-13859;PubChem-compound:87595",NA
"P52643","ProteinReference","LdhA","Database of Interacting Proteins:DIP-10087N;EcoCyc:DLACTDEHYDROGNAD-MONOMER;EcoliWiki:b1380;MODBASE:P52643;NCBI Reference Sequences Database:NP_415898;Pride:P52643;Protein Model Portal:P52643;SWISS-MODEL:P52643;Swiss-Model:P52643;UniProt:P52643","InterPro:IPR006139;InterPro:IPR006140;InterPro:IPR016040;InterPro:IPR029752;InterPro:IPR029753;Pfam:PF00389;Pfam:PF02826;Prosite:PS00065;Prosite:PS00670;Prosite:PS00671"
"P16433","ProteinReference","HycG","Database of Interacting Proteins:DIP-9977N;EcoCyc:HYCG-MONOMER;EcoliWiki:b2719;MODBASE:P16433;Mint:MINT-1287919;NCBI Reference Sequences Database:NP_417199;Pride:P16433;Protein Model Portal:P16433;Protein Ontology:PRO_000022959;SWISS-MODEL:P16433;Swiss-Model:P16433;UniProt:P16433","InterPro:IPR006137;InterPro:IPR006138;Panther:PTHR11995;Pfam:PF01058;Prosite:PS01150"
"P16432","ProteinReference","HycF","EcoCyc:HYCF-MONOMER;EcoliWiki:b2720;MODBASE:P16432;NCBI Reference Sequences Database:NP_417200;Pride:P16432;Protein Model Portal:P16432;Protein Ontology:PRO_000022958;SWISS-MODEL:P16432;Swiss-Model:P16432;UniProt:P16432","InterPro:IPR017896;InterPro:IPR017900;Pfam:PF12838;Prosite:PS00198;Prosite:PS51379"
